index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,MissingTime50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_category,age_SD,days_ps,days_cat,yrs_ps,stroke_type,nihss_base,mmse_base,mMmse_base,fim_base,brunstrom_base,frenchay_base,fac_base,barthel_base,mBarthel_base,motricity_base,BBS_base,BBT_base,gcs_base,MAS_base,sis_base,rivermead_base,ashworth_base,mAshworth_base,rankin_base,bdi_base,cesd_base,ops_base,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,outcomenamecat,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,MissingTermG,MissingData,fu_g,term_Vd,fu_Vd,term_Vg,termvginv,fu_Vg,chck2,notes
403,116,nilsson2001,nilsson,2001,exp,259,body-weight supported treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/11594641,Sweden,gothenburg,gothenburg,48.57,48.57,Time 50 OK,48.57,1,68,180,54,25th Percentile,12.4,22,<90days,0.060273973,1,9.5,,,,,,0,,,,23.9,,,,,,,,,,,,3,fim,,,,other,lohse,0,0,36,53.7,17.7,1,33,78.8,,1,0,28,80.3,,0.5,25.1,17.7,26.6,17.7,1.418079096,1.502824859,0.978417266,1.387473072,Term G OK,All OK,1.47038979,0.055707616,0.059145591,0.05332892,18.75155169,0.056620095,,
206,62,hsieh2011,hsieh,2011,ctrl,132,conventional physical and occupational therapy,http://www.ncbi.nlm.nih.gov/pubmed/21436390,Taiwan,taipei,taipei,30,30,Time 50 OK,30,1,28,,54,25th Percentile,,849,>1year,2.326027397,0,,28.67,,,,,,,,,,,,0.66,,,,,,,,,0,fma-ue,ue,fma,,fma,lohse,1,1,6,37.5,11.67,,6,40.33,11.86,,,,,,0.5,2.83,11.76538355,,11.67,0.240536145,,0.842105263,0.202556753,Term G OK,All OK,,0.171488136,,0.121609316,8.223054227,,,
151,46,fuzaro2011,fuzaro,2011,exp,99,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/22378476,Brasil,sao paulo,sao paulo,39.67,28.17,Time 50 OK,16.67,1,28,90,54.15,25th Percentile,12.94,587.1,>1year,1.608493151,1,,,,,,,,,,,51.83,,,,42.63,,,,,,,,10,SIS,,,,other,lohse,0,0,19,42.63,8.23,,19,58.78,4.66,,,19,57.9,8.08,0.5,16.15,6.687619158,15.27,8.155344873,2.414910242,1.872391694,0.957746479,2.312871781,Term G OK,All OK,1.793276552,0.206099776,0.144890807,0.189050856,5.289581974,0.132905195,Yes,
204,61,housman2009,housman,2009,exp,130,T-WREX assisted UE therapy,http://www.ncbi.nlm.nih.gov/pubmed/19237734,USA,IL,chicago,24,24,Time 50 OK,24,2,63,243,54.2,25th Percentile,,2535,>1year,6.945205479,0,,,,,,,,,,,,,,,,,,,,,,,2,fma-ue,ue,fma,,fma,lohse,1,0,14,21.7,5.9,1,14,25,,1,0,14,25.3,,0.5,3.3,5.9,3.6,5.9,0.559322034,0.610169492,0.941176471,0.526420738,Term G OK,All OK,0.574277168,0.082601469,0.084725243,0.073169468,13.6669027,0.075050734,,
235,69,janssen2008,janssen,2008,exp,153,electrical stimulation plus cycling,http://www.ncbi.nlm.nih.gov/pubmed/18295624,Netherlands,amsterdam,amsterdam,6,6,Time 50 OK,6,3,42,,54.2,25th Percentile,,369,>1year,1.010958904,1,,,,,,,4.5,,,,,,,,,,,,,,,,0,6minwt,le,,capacity,capacity,lohse,0,0,6,0.44,0.37,,6,0.51,0.41,,,,,,0.5,0.07,0.390512484,,0.37,0.179251632,,0.842105263,0.150948743,Term G OK,All OK,,0.169344262,,0.120089006,8.327156942,,,
748,208,yang2014,yang,2014,ctrl,474,conventional rehabilitation up to the cross-over point,http://www.ncbi.nlm.nih.gov/pubmed/24388057,Taiwan,kaohsiung,kaohsiung,20,20,Time 50 OK,20,1,28,,54.5,25th Percentile,,333,<1year,0.912328767,1,,,,,4.2,,,16.5,,,,,,,,,,1.2,,,,,0,fma-le,le,,,other,lohse,0,0,15,20.5,10.2,,15,20.7,10,,,15,,,0.5,0.2,10.10049504,,10.2,0.01980101,,0.945454545,0.018720955,Term G OK,All OK,,0.066679736,,0.059603969,16.77740622,,,Data taken up to the crossover point
629,172,taub2006,taub,2006,exp,393,CIMT,http://stroke.ahajournals.org/content/37/4/1045.abstract,USA,AL,birmingham,172,116,Time 50 OK,60,1,14,730,54.6,25th Percentile,,1314,>1year,3.6,0,,,,,,,,,,,,,,,,,,,,,,,0,actual amount of use test,,,,other,lohse,0,0,21,0.8,0.4,,21,1.5,0.9,,,,,,0.5,0.7,0.696419414,,0.4,1.005141422,,0.962025316,0.966971495,Term G OK,All OK,,0.07167403,,0.066333793,15.07527242,,Yes,
195,59,hidler2009,hidler,2009,ctrl,127,conventional gait training,http://www.ncbi.nlm.nih.gov/pubmed/19109447,USA,DC,washington DC,24,24,Time 50 OK,24,3,63,153,54.6,25th Percentile,11.3,138.9,<1year,0.380547945,1,,26.8,,,,,,,,,,,,,,,,,,,7.4,,4,gait speed SSV,le,,speed,speed,lohse,1,0,30,0.35,0.164,1,30,0.6,,1,0,30,0.65,,0.5,0.25,0.164,0.3,0.164,1.524390244,1.829268293,0.973913043,1.484623542,Term G OK,All OK,1.78154825,0.07206276,0.089103708,0.068352005,14.63014874,0.084515457,,
209,63,hsieh2012,hsieh,2012,ctrl,135,conventional physical and occupational therapy,http://www.ncbi.nlm.nih.gov/pubmed/22895994,Taiwan,taipei,taipei,30,30,Time 50 OK,30,1,28,,54.83,25th Percentile,,672,>1year,1.84109589,1,,28.3,,,,,,,,,,,,,,,,<3,,,,,1,fma-ue,ue,fma,,fma,lohse,1,1,18,44.61,11.06,,18,47.56,10.5,,,,,,0.5,2.95,10.78363575,,11.06,0.273562653,,0.955223881,0.261313579,Term G OK,All OK,,0.057634348,,0.052588614,19.01552302,,Yes,
274,82,kim2012,kim,2012,ctrl,180,no treatment?,https://www.jstage.jst.go.jp/article/jpts/24/9/24_901/_pdf,South korea,seoul,seoul,0,0,Time 50 OK,0,1,21,,55,25th Percentile,,385,>1year,1.054794521,0,,25.14,,,,,,,,,,,,,,,,,,,,,3,fim,,,,other,lohse,0,0,7,101,7.89,,7,101.28,8.11,,,7,,,0.5,0.28,8.000756214,,7.89,0.034996692,,0.869565217,0.030431906,Term G OK,All OK,,0.142944626,,0.108086674,9.25183432,,,
430,122,page2004,page,2004,exp,273,modified CIMT,http://www.ncbi.nlm.nih.gov/pubmed/14970962,USA,OH,cincinnati,280,155,Time 50 OK,30,1,70,,55,25th Percentile,,762.8,>1year,2.089863014,0,,,>70,,,,,,,,,,,,,,,>3,,,,,0,fma-ue,ue,fma,,fma,lohse,1,0,7,30.85,7.41,,7,49.2,7.41,,,,,,0.5,18.35,7.41,,7.41,2.476383266,,0.869565217,2.153376753,Term G OK,All OK,,0.580891006,,0.439237055,2.276674949,,,standard deviations are estimated from the standard errors  in Table 3
664,184,verma2011,verma,2011,ctrl,418,standard therapy group,http://www.ncbi.nlm.nih.gov/pubmed/22120031,India,lucknow,lucknow,8.12,8.12,Time 50 OK,8.12,1,14,42,55.07,25th Percentile,6.8,46.2,<90days,0.126575342,1,4.6,26.67,,,,,,,,,,,,,,,,,,,,,0,rivermead vga,,,,other,lohse,0,1,15,33.87,9.48,,15,30.53,9.52,,,15,29.4,6.42,0.5,-3.34,9.500021053,-4.47,8.095887845,0.351578168,0.552132155,0.945454545,0.332401177,Term G OK,All OK,0.522015855,0.070786907,0.076828331,0.063275305,15.80395385,0.068675638,,"higher scores indicate worse performance on RM-VGA, sign of Cohen's d switched"
705,194,westlake2009,westlake,2009,ctrl,441,manually assisted BWSTT,http://www.ncbi.nlm.nih.gov/pubmed/19523207,USA,CA,san francisco,6,6,Time 50 OK,6,3,28,,55.1,25th Percentile,13.6,1104,>1year,3.024657534,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 4.3m SSV,le,,speed,speed,lohse,1,0,8,0.62,0.28,,8,0.65,0.29,,,,,,0.5,0.03,0.285043856,,0.28,0.105246962,,0.888888889,0.093552855,Term G OK,All OK,,0.125692308,,0.099312441,10.06923191,,,
728,202,wu2010,wu,2010,ctrl,458,routine physical therapy,http://www.ncbi.nlm.nih.gov/pubmed/20947493,Taiwan,taipei,taipei,30,30,Time 50 OK,30,1,21,,55.19,25th Percentile,,533.1,>1year,1.460547945,0,,27.36,,,"[3,5]",,,,,,,,,,,,,>2,,,,,0,wmft-time,ue,wmft,,wmft,lohse,1,0,22,7.18,6.95,,21,5.83,4.65,,,,,,0.5,-1.35,5.940359068,,6.95,0.22725899,,0.963855422,0.219044809,Term G OK,All OK,,0.046628333,,0.043318527,23.0848108,,,"Outcome measure is WMFT-time, so lower numbers mean better performance"
355,106,michielsen2011,michielsen,2011,exp,234,homebased mirror therapy,http://www.ncbi.nlm.nih.gov/pubmed/21051765,Netherlands,rotterdam,rotterdam,36,36,Time 50 OK,36,1,42,180,55.3,25th Percentile,,1715.5,>1year,4.7,1,,,,,4,,,,,,,,,,,,,,,,,,3,fma-ue,ue,fma,,fma,lohse,1,1,20,39.7,14.1,,20,43.5,14,,,20,41.1,14.9,0.5,3.8,14.05008897,1.4,14.50551619,0.270460921,0.096515007,0.96,0.259642484,Term G OK,All OK,0.092654407,0.051828728,0.050232879,0.047765355,20.93567608,0.046294621,,"the authors state an intention to treat principle, but this is not clear from the flowchart and tables. No sample size is reported in the tables for the different timepoints, so it is assumed that all observations were in fact, carried forward."
322,94,lee2012,lee,2012,ctrl,207,standard care,http://www.ncbi.nlm.nih.gov/pubmed/22469877,South korea,seoul,seoul,20,20,Time 50 OK,20,1,28,,55.4,25th Percentile,,108,<1year,0.295890411,0,,25.6,,,,,,,,,,,,,,,,,,,,,1,fma-shoulder/elbow,ue,fma,,fma,lohse,0,0,13,15.1,7,,13,19.7,6.3,,,,,,0.5,4.6,6.659204157,,7,0.690773235,,0.936170213,0.646681327,Term G OK,All OK,,0.095275679,,0.083501003,11.97590405,,,
452,129,park2013,park,2013,exp,289,overground gait training (less impaired group),https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf,South korea,daejeon,daejeon,20,20,Time 50 OK,20,1,28,,55.4,25th Percentile,7.2,441,>1year,1.208219178,1,,>23,,,,,4.8,,,,,,,,,,,,,,,,0,6minwt,le,,capacity,capacity,lohse,0,0,10,298.7,66.6,,10,329.7,68.1,,,,,,0.5,31,67.35417582,,66.6,0.460253572,,0.914285714,0.420803266,Term G OK,All OK,,0.110591668,,0.092445606,10.81717178,,,
743,206,yang2008,yang,2008,exp,469,virtual reality treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/18358724,Taiwan,taipei,taipei,3,3,Time 50 OK,3,1,21,51,55.45,25th Percentile,12.15,2164.45,>1year,5.93,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 12m MAX,le,,speed,speed,lohse,0,0,12,0.69,0.3,,11,0.85,0.31,,,11,0.86,0.33,0.5,0.16,0.304802825,0.17,0.314642654,0.524929519,0.540295467,0.930232558,0.488306529,Term G OK,All OK,0.502600435,0.094814625,0.095496633,0.082046187,12.18825684,0.082636351,,
326,96,lin2010,lin,2010,ctrl,211,standard OT,http://www.ncbi.nlm.nih.gov/pubmed/19729583,Taiwan,taoyuan,taoyuan,30,30,Time 50 OK,30,1,21,,55.5,25th Percentile,,393.6,>1year,1.078356164,0,,>24,,,5,,,,,,,,,<2,,,,,,,,,0,fma,ue,fma,,fma,lohse,0,0,17,53.53,7.58,,17,54.99,1,,,,,,0.5,1.46,5.406311127,,7.58,0.27005475,,0.952380952,0.257195,Term G OK,All OK,,0.060968517,,0.055300242,18.08310351,,,
373,110,morone2011,morone,2011,exp,242,robot assisted therapy for the low motricity group,http://www.ncbi.nlm.nih.gov/pubmed/21444654,Italy,rome,rome,60,60,Time 50 OK,60,1,28,102.6,55.58,25th Percentile,9.11,16.25,<90days,0.044520548,1,,>24,,,,,0.11,,,16.08,,,,,,,,1.5,,,,,5,fac,le,,,other,lohse,1,1,12,0.11,0.39,,12,2.6,0.9,,,12,3.94,0.87,0.5,2.49,0.693577681,3.83,0.674166152,3.59008092,5.681092103,0.930232558,3.339610158,Term G OK,All OK,5.28473684,0.620361709,1.428116978,0.536819218,1.862824516,1.235796195,,
253,76,kahn2006,kahn,2006,exp,167,robot assisted reaching,http://www.jneuroengrehab.com/content/3/1/12,USA,CA,irvine,18,18,Time 50 OK,18,4,56,180,55.6,25th Percentile,,2274,>1year,6.230136986,0,,,,,,,,,,,,,,,,,,,,,,,0,chedoke mcmaster,,,,other,lohse,0,0,10,3.5,0.9,1,10,3.7,,,,9,,,0.5,0.2,0.9,,0.9,0.222222222,,0.914285714,0.203174603,Term G OK,All OK,,0.102469136,,0.085655833,11.67462816,,,
252,76,kahn2006,kahn,2006,ctrl,166,dosage matched unassisted reaching,http://www.jneuroengrehab.com/content/3/1/12,USA,CA,irvine,18,18,Time 50 OK,18,4,56,180,55.9,25th Percentile,,3093,>1year,8.473972603,0,,,,,,,,,,,,,,,,,,,,,,,0,chedoke mcmaster,,,,other,lohse,0,0,9,3.2,1,1,9,3.5,,,,8,,,0.5,0.3,1,,1,0.3,,0.903225806,0.270967742,Term G OK,All OK,,0.116111111,,0.094725402,10.55683036,,,
639,177,van de port2012,van de port,2012,exp,403,progressive circuit training,http://www.bmj.com/content/344/bmj.e2672,Netherlands,utrecht,utrecht,36,36,Time 50 OK,36,1,84,168,56,25th Percentile,10,91,<1year,0.249315068,1,,,,,,,4.64,,,,,,,,80.9,12.67,,,,,,,1,sis mobility subscale,,,,other,lohse,1,1,126,80.9,13.04,,125,87.27,12.38,,,125,86.56,13.19,0.5,6.37,12.71560809,5.66,13.11491324,0.500959133,0.431569763,0.993987976,0.497947354,Term G OK,All OK,0.428975155,0.008932381,0.008675605,0.008825301,113.3105828,0.008571603,,
237,70,jin2012,jin,2012,ctrl,155,low-intensity over ground walking,http://www.ncbi.nlm.nih.gov/pubmed/22376194,China,taixing,taixing,46.8,46.8,Time 50 OK,46.8,1,56,,56,25th Percentile,,537,>1year,1.471232877,1,,,,,,,,,,,47.4,,,,,10.2,,,,,,,0,6minwt,le,,capacity,capacity,lohse,1,0,65,0.589,0.14,,65,0.593,0.141,,,,,,0.5,0.004,0.14050089,,0.14,0.028469571,,0.988235294,0.028134634,Term G OK,All OK,,0.01539085,,0.015030843,66.52986795,,,
402,116,nilsson2001,nilsson,2001,ctrl,258,overground walking training,http://www.ncbi.nlm.nih.gov/pubmed/11594641,Sweden,gothenburg,gothenburg,47.14,47.14,Time 50 OK,47.14,1,66,280,56,25th Percentile,12.1,17,<90days,0.046575342,1,8,,,,,,0,,,,23.3,,,,,,,,,,,,1,fim,,,,other,lohse,0,0,37,56.1,18,1,36,76.9,,1,0,32,81.9,,0.5,20.8,18,25.8,18,1.155555556,1.433333333,0.979020979,1.131313131,Term G OK,All OK,1.403263403,0.045071738,0.05478979,0.043200453,23.14790542,0.052515032,,
54,21,conroy2011,conroy,2011,ctrl,44,intensive conventional arm therapy,http://www.ncbi.nlm.nih.gov/pubmed/21849168,USA,MD,baltimore,18,18,Time 50 OK,18,1,42,126,56,25th Percentile,,1460,>1year,4,1,,,,,,,,,,,,,,,71.4,,,,,,,,2,fma-ue,ue,fma,,fma,lohse,1,0,21,18.2,12.5,1,19,19.39,,1,0,19,20.02,,0.5,1.19,12.5,1.82,12.5,0.0952,0.1456,0.962025316,0.09158481,Term G OK,All OK,0.140070886,0.047834834,0.048123794,0.04427079,22.5882574,0.044538221,,
208,62,hsieh2011,hsieh,2011,exp,134,high dose robot assisted therapy,http://www.ncbi.nlm.nih.gov/pubmed/21436390,Taiwan,taipei,taipei,30,30,Time 50 OK,30,4,28,,56.04,25th Percentile,,639,>1year,1.750684932,0,,27.3,,,,,,,,,,,,0.64,,,,,,,,,0,fma-ue,ue,fma,,fma,lohse,1,1,6,44,8.17,,6,49.33,8.34,,,,,,0.5,5.33,8.255437602,,8.17,0.645635066,,0.842105263,0.543692687,Term G OK,All OK,,0.20140372,,0.142823691,7.001639525,,,
760,213,yen2008,yen,2008,ctrl,484,conventional general therapy,http://www.ncbi.nlm.nih.gov/pubmed/17507641,Taiwan,taipei,taipei,8.1,8.1,Time 50 OK,8.1,1,28,,56.05,25th Percentile,12.69,715.4,>1year,1.96,1,,,,,4,,,,,,,,,,,,,,,,,,0,bbs,,,balance,balance,lohse,0,0,7,50.57,3.55,,7,51.57,3.1,,,,,,0.5,1,3.332604087,,3.55,0.300065647,,0.869565217,0.260926649,Term G OK,All OK,,0.149288528,,0.112883575,8.858684711,,,
60,23,crosbie2012,crosbie,2012,exp,50,VR mediated UE therapy,http://www.ncbi.nlm.nih.gov/pubmed/22275463,UK,newtonabbey,newtonabbey,6.75,6.75,Time 50 OK,6.75,1,21,201,56.1,25th Percentile,,351,<1year,0.092767123,0,,,,,,,,,,,,,,,,,,,,,,,0,motricity index-ue,ue,,,other,lohse,0,1,9,71.7,9.4,,9,84.9,9.2,,,9,85.2,12,0.5,13.2,9.300537619,13.5,10.77868267,1.419272793,1.252472164,0.903225806,1.281923813,Term G OK,All OK,1.13126518,0.223018626,0.198260362,0.181942354,5.496246355,0.161744146,,
239,71,jin2013,jin,2013,ctrl,157,stretching with overground walking,http://www.ncbi.nlm.nih.gov/pubmed/23535796,China,nanjing,nanjing,4.8,4.8,Time 50 OK,4.8,1,84,,56.3,25th Percentile,,537,>1year,1.471232877,1,,,,,,,,,,,,,,,,,,,,,,,0,6minwt,le,,capacity,capacity,lohse,1,0,63,0.59,0.142,,63,0.593,0.144,,,,,,0.5,0.003,0.143003496,,0.142,0.020978508,,0.987854251,0.020723708,Term G OK,All OK,,0.015876509,,0.015493187,64.54449946,,,
424,121,outermans2010,outermans,2010,ctrl,269,low intensity physiotherapy program,http://www.ncbi.nlm.nih.gov/pubmed/20719820,Netherlands,utrecht,utrecht,9,9,Time 50 OK,9,1,28,,56.3,25th Percentile,8.6,23.5,<90days,0.064383562,0,,,,,,,,,,,53.2,,,,,,,,,,,,6,10mwt,le,,speed,speed,lohse,0,1,21,1.4,0.5,,21,1.4,0.4,,,,,,0.5,0,0.452769257,,0.5,0,,0.962025316,0,Term G OK,All OK,,0.047619048,,0.044071081,22.69061655,,,
732,203,wu2012,wu,2012,exp,462,distributed CIMT,http://www.ncbi.nlm.nih.gov/pubmed/22228607,Taiwan,taipei,taipei,156,93,Time 50 OK,30,1,21,,56.3,25th Percentile,,411,>1year,1.126027397,0,,27.1,,,,,,,,,,,,,,,,,,,,,0,arat,ue,arat,,arat,lohse,0,0,19,35.8,16.5,,19,42.8,12.8,,,,,,0.5,7,14.76634687,,16.5,0.474050898,,0.957746479,0.454020579,Term G OK,All OK,,0.058545375,,0.053702403,18.62114066,,,
19,8,blennerhassett2004,blennerhassett,2004,exp,17,targeted upper extremity intervention + usual therapy,http://www.ncbi.nlm.nih.gov/pubmed/15574110,Australia,victoria,melbourne,31.8,31.8,Time 50 OK,31.8,1,28,180,56.3,25th Percentile,10.5,51.1,<90days,0.14,1,,,,,,,,,,,,,,,,,,,,,,,0,JTHFT-time,ue,,,other,lohse,0,1,11,41.8,18.4,,11,24.3,11.3,0,0,11,23.6,12.2,0.5,-17.5,15.26843148,-18.2,15.61089363,1.146155715,1.16585254,0.923076923,1.05798989,Term G OK,All OK,1.076171576,0.150621496,0.152691461,0.12834021,7.791790274,0.130103967,Yes,sign reversed for time measure
393,114,ng2007,ng,2007,exp,252,functional electrical stimulation,http://www.ncbi.nlm.nih.gov/pubmed/17901383,China,hong kong,hong kong,0,0,Time 50 OK,0,1,28,56,56.4,25th Percentile,,2263,>1year,6.2,0,,,,,,,,,,,,,,,,,,,,,,,2,gait speed 4.6m SSV,le,,speed,speed,lohse,0,0,19,0.55,0.26,,19,0.63,0.28,,,19,0.59,0.27,0.5,0.08,0.270185122,0.04,0.265047166,0.296093284,0.150916536,0.957746479,0.2835823,Term G OK,All OK,0.144539781,0.054938717,0.053230942,0.050394094,19.84359516,0.048827589,,flow of participants through the study is not clear
205,61,housman2009,housman,2009,ctrl,131,conventional physical and occupational therapy,http://www.ncbi.nlm.nih.gov/pubmed/19237734,USA,IL,chicago,24,24,Time 50 OK,24,2,63,243,56.4,25th Percentile,,3372,>1year,9.238356164,0,,,,,,,,,,,,,,,,,,,,,,,1,fma-ue,ue,fma,,fma,lohse,1,0,14,18.1,5,1,14,20.3,,1,0,14,19.6,,0.5,2.2,5,1.5,5,0.44,0.3,0.941176471,0.414117647,Term G OK,All OK,0.282352941,0.078342857,0.074642857,0.069397133,14.40981719,0.066119624,,
516,145,ribeiro2013,ribeiro,2013,exp,331,body weight supported treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/23172402,Brasil,natal,natal,6,6,Time 50 OK,6,1,28,,56.45,25th Percentile,8.31,1000.8,>1year,2.741917808,1,4.72,,,68.3,,,3.72,,,,,,,,,,,1.36,,,,,1,STREAM,,,,other,lohse,0,0,11,63.8,24.9,,11,70,24.6,,,11,,,0.5,6.2,24.75045454,,24.9,0.25050045,,0.923076923,0.231231185,Term G OK,All OK,,0.093761385,,0.079891358,12.5169984,,,
211,63,hsieh2012,hsieh,2012,exp,137,high dose robot assisted therapy,http://www.ncbi.nlm.nih.gov/pubmed/22895994,Taiwan,taipei,taipei,30,30,Time 50 OK,30,4,28,,56.5,25th Percentile,,860,>1year,2.356164384,1,,28.5,,,,,,,,,,,,,,,,<3,,,,,0,fma-ue,ue,fma,,fma,lohse,1,1,18,42.8,8.86,,18,48,8.2,,,,,,0.5,5.2,8.536380966,,8.86,0.609157443,,0.955223881,0.581881736,Term G OK,All OK,,0.065863133,,0.060096991,16.6397682,,Yes,
212,64,hui chan2009,hui chan,2009,ctrl,138,no treatment?,http://www.ncbi.nlm.nih.gov/pubmed/19509438,China,hong kong,hong kong,0,0,Time 50 OK,0,1,28,56,56.6,25th Percentile,7.9,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 4.6m,le,,speed,speed,lohse,0,1,29,0.589,0.249,,29,0.609,0.248,,,29,0.612,0.242,0.5,0.02,0.248500503,0.023,0.245524948,0.080482734,0.093676835,0.972972973,0.078307525,Term G OK,All OK,0.091145029,0.034594439,0.034634058,0.032749739,30.53459449,0.032787245,,
213,64,hui chan2009,hui chan,2009,exp,139,transcutaneous electrical stim only,http://www.ncbi.nlm.nih.gov/pubmed/19509438,China,hong kong,hong kong,0,0,Time 50 OK,0,1,28,56,56.6,25th Percentile,7.9,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 4.6m,le,,speed,speed,lohse,0,1,28,0.577,0.263,,28,0.649,0.289,,,28,0.612,0.273,0.5,0.072,0.27630599,0.035,0.268046638,0.26058067,0.130574292,0.971962617,0.25327467,Term G OK,All OK,0.126913331,0.036926827,0.036018744,0.034885191,28.66545865,0.034027315,,
214,64,hui chan2009,hui chan,2009,exp,140,placebo stim + task specific training,http://www.ncbi.nlm.nih.gov/pubmed/19509438,China,hong kong,hong kong,20,20,Time 50 OK,20,1,28,56,56.6,25th Percentile,7.9,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 4.6m,le,,speed,speed,lohse,0,1,25,0.507,0.245,,25,0.606,0.297,,,25,0.613,0.286,0.5,0.099,0.272244376,0.106,0.266290255,0.363643876,0.398061882,0.968421053,0.352160385,Term G OK,All OK,0.385491506,0.042644737,0.043169065,0.039993912,25.00380558,0.040485647,,
215,64,hui chan2009,hui chan,2009,exp,141,STIM + task specific training,http://www.ncbi.nlm.nih.gov/pubmed/19509438,China,hong kong,hong kong,20,20,Time 50 OK,20,1,28,56,56.6,25th Percentile,7.9,1715.5,>1year,4.7,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 4.6m,le,,speed,speed,lohse,0,1,27,0.479,0.268,,27,0.666,0.325,,,27,0.702,0.327,0.5,0.187,0.297866581,0.223,0.298959027,0.627797853,0.745921613,0.970873786,0.609512479,Term G OK,All OK,0.724195741,0.044335743,0.047340723,0.04179069,23.92877457,0.044623172,,
26,11,brock2011,brock,2011,ctrl,22,"""task practice"" intervention",http://www.ncbi.nlm.nih.gov/pubmed/21788266,Australia,victoria,melbourne,6,6,Time 50 OK,6,1,14,,56.6,25th Percentile,15.8,63.6,<90days,0.174246575,1,,,,,,,,,,,,,,,,,,,,,,,1,6minwt,le,,capacity,capacity,lohse,1,0,15,78.5,61.3,,14,119.5,80.2,0,0,,,,0.5,41,71.0305568,,61.3,0.577216368,,0.945454545,0.545731839,Term G OK,All OK,,0.077772625,,0.069519728,14.38440611,,Yes,
724,200,wu2007,wu,2007,ctrl,454,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/17678656,Taiwan,taipei,taipei,52.5,52.5,Time 50 OK,52.5,1,21,,56.77,25th Percentile,,359.4,<1year,0.984657534,0,,,84.43,,4.5,,,,,,,,,,,,,,,,,,0,fma-ue,ue,fma,,fma,lohse,0,0,23,41.74,13.47,,23,44.78,13.08,,,,,,0.5,3.04,13.27643213,,13.47,0.228977181,,0.965517241,0.221081416,Term G OK,All OK,,0.044618055,,0.041594002,24.04192797,,Yes,
425,121,outermans2010,outermans,2010,exp,270,time matched high intensity physiotherapy,http://www.ncbi.nlm.nih.gov/pubmed/20719820,Netherlands,utrecht,utrecht,9,9,Time 50 OK,9,1,28,,56.8,25th Percentile,8.6,22.5,<90days,0.061643836,0,,,,,,,,,,,53,,,,,,,,,,,,6,10mwt,le,,speed,speed,lohse,0,1,22,1.5,0.5,,22,1.7,0.5,,,,,,0.5,0.2,0.5,,0.5,0.4,,0.963855422,0.385542169,Term G OK,All OK,,0.049090909,,0.045606303,21.92679376,,,
737,205,yang2006,yang,2006,exp,467,task oriented progessive resistance training,http://www.ncbi.nlm.nih.gov/pubmed/17008338,Taiwan,taipei,taipei,6,6,Time 50 OK,6,1,28,,56.8,25th Percentile,10.2,1881,>1year,5.153424658,0,,,,,,,,,,,,,,,,,,,,,,,0,gait speed 3.7m SSV,le,,speed,speed,lohse,0,0,24,84,12.7,,24,92.5,13.5,,,,,,0.5,8.5,13.10610545,,12.7,0.648552694,,0.967032967,0.627171836,Term G OK,All OK,,0.050429596,,0.047159376,21.20469109,,,
411,118,olawale2011,olawale,2011,exp,263,CPT + treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/21427155,Nigeria,lagos,lagos,51,51,Time 50 OK,51,1,84,,56.8,25th Percentile,6.4,306,<1year,0.838356164,0,,,,,,,,,,,,,,,,,,,,,,,2,10mwt SSV,le,,speed,speed,lohse,1,0,20,30.56,10.73,,20,23.83,11.08,,,,,,0.5,-6.73,10.90640408,,10.73,0.617068646,,0.96,0.5923859,Term G OK,All OK,,0.059519343,,0.054853026,18.23053481,,,sign reversed for time measure
412,118,olawale2011,olawale,2011,exp,264,CPT + overground walking,http://www.ncbi.nlm.nih.gov/pubmed/21427155,Nigeria,lagos,lagos,51,51,Time 50 OK,51,1,84,,56.8,25th Percentile,8.3,321,<1year,0.879452055,0,,,,,,,,,,,,,,,,,,,,,,,2,10mwt SSV,le,,speed,speed,lohse,1,0,20,29.3,10.6,,20,20.03,8.38,,,,,,0.5,-9.27,9.554695181,,10.6,0.970203635,,0.96,0.93139549,Term G OK,All OK,,0.073532377,,0.067767439,14.75634928,,,sign reversed for time measure
